Customer_Text,Sentiment
dear i would like to inform that i had applied against order no 8006490431 new tmp connection which was visited and rejected due to removal of existing meter i uploaded the rejection deficiency but still not processed why with regards arun kumar 8826082680,1
no electricity bsesdelhi 94 ca number 150282910 mobile number 9013524156,1
no electricity in mayur vihar phase 1,1
same problem again on your portal when we login with our use id we are not able to see the other ca numbers sub ca no attached with our this user id,0
delhi mai 24 hours electricity rahati yeh sabse bada jhoot hai kal se 24 baar jaa chuki hai bsesdelhi itna jhoot kaise bol lete ho,1
,1
electricity not available in my area ca no 153093488 please share the problem,0
online process is too late plz tell me about my order no8006496693,0
your team contacted us after 24 hours we solved our problem ourselves the electricity board went and brought a person from there and then we got it fixed it is the capital of india if you contact us after 24 hours how can we stay without light for 24 hours,1
8467817070,1
sorry no one called me,0
update what the hack,1
just need physical bills to our home every month if phone isnt reachable please do the needful at earliest,1
plz call me i all answer your call,1
i didnt received any call from your side and my number is reachable to all earlier i discussed with bses executive for bill exceed issues as per her ca number doesnt come in to subsidy but yesterday i dropped message on given number and its saying your ca nocomes in to,1
today a person claiming to be from bses came and told me that there is a bill pending from 2014 and i need to pay it to avoid disconnection can you guys confirm if he was telling the truth my ca number is 101341457,1
this issue is in public interest please install electricity connections asap,1
i am available and have not received any calls,1
respected mr amal sinha greeting for the day i am writing to bring to your attention a pressing matter that requires immediate intervention despite multiple attempts my application for an electricity meter with bses has been rejected repeatedly causing different unwanted errors even there us one person who name is mr ajit asking money for installation the meter having gone through the proper procedures and submitted all the necessary documents it is disheartening to face repeated rejections without any clear explanation as a lawabiding citizen i believe it is my right to access uninterrupted electricity supply and the continuous denial of a new meter puts an undue burden on me and my household i kindly request your assistance in addressing this issue and ensuring that my application is reviewed thoroughly and fairly timely resolution of this matter would greatly alleviate the difficulties my family and i have been facing due to the absence of a functional electricity meter i am also copying the chief ministers respected mr arvind kejriwal sir office on this email in the hopes that their intervention will expedite the process and bring about a swift resolution to this matter thank you for your attention to this matter i would appreciate your prompt response and assistance in resolving this situation my all details is mentioned below,1
what is the update,1
hi officials please revert as i am not able to find your reply for the last one week or just let me have some appropriate agency where can i approach,1
is it okay to not provide electricity for almost one hour everyday in the daytime when everyone like me doing their office work i want answer why you are no providing electricity,1
team no reply since 1 week,1
hello sirmadam my name is sandeep gargmaine ek complaint 31072023 ko jiska complaint no 23073102098 kari thijisme aap logo ke dwara lagaye gye meter ki wire road pe padi hui h jise kisi ki jaan bhi jaa sakti h uske liye bses jimmedaar hogi,0
im also looking forward for you cooperation in getting truthful info in writing which ive not not received how can i trust a team who says something on phone completely different on mail im still waiting for an answer why an unknown ca no was placed in my application,1
have you educated the dealing staff by giving them good behavior classes because divya madam misbehaved with me in tahirpur office,1
kwn x 656 ca no 101515399 phone 8802810802,1
cctv,1
oh man how long will you soon take place oh man how long will you soon take place,0
101548573,1
sir fr s hm print bill nhi mila hai number update ho gaya hai pr bses ka password reset ka otp hmre number pr nhi aa raha hai,1
delhi bses kitna charge leti hain bill mei unit 386 2063618 180450 810 8106181428 unit price aur ispe tax laga k bses ne bill 2257 ka bana diya aur 800 kisubsidy di 1430 ka bill bangaya 830 tax bses scam,1
ca no 101327946 power supply failed plz send electrician,0
despite various reminders the bypl hasnt come up with any sort of reply or done anything in the matter and keeping a blind eye towards the whole matter a complete unprofessional arbitrary conduct of bypl,0
my ca no is 100267560 i have been trying to update my whats app no through the app it says the request is successful but the no is not getting updated kindly assist,1
no communication has been made and no resolution was given to us the matter is not resolved yet please look into this,1
power outage in the area for hours ca 100992759,1
my ca no is 152952235 and incorrect exorbitant bill of rs 13560 for august 23 has comeplease correct itdharmendra 9717522664,1
any update when will you resolve this ticket,1
please respond,1
ca no 152642074 electricity bill is outstanding never deposit on time i have complained many times on twitter but the staff of paharganj division remains asleep,1
,1
power cut in my areacaa no 152177700 pls look into this,1
update,1
9811378777,1
any chance for update,1
101548573,1
dear sir it has been four days to make a complaint for false report you assured me that my issu will be resolve soon kindly help us,0
please confirm,1
how bsesdelhi are looting families last to last month my electricity bill was 2600 and and next month 1300 and now i got 3900 how t possible ek ka double,1
no action yet,0
respected all i registered electricity complaint many time my meter is running too fast but nobody to check and not providing any solution electricity department not taken seriously my complaint i cant able to high bill amount,1
154045192 bsesdelhi,1
plz send bill copies ca no 153819956 153819957 153847068 100400317 152500545,1
bsesdelhi,1
b block gd colony mayur vihar phase 3 delhi 110096 me 1 ghante se nahi aa rahi haikoi customer care response nahi de raha,1
kindly check there is a power cut in mayur vihar phase iii vasundhara enclave division please check it is very much hot weather now unable to sleep,1
team 2 hrs is done no electricity in mayur vihar phase 3 1250 pm right now pls check and solve problem,1
but no electricity in more than 2 hours in mayur vihar phase 3 gd colony bsesdelhi even none customer support no is working,1
contact number 8920723817,1
there is no electricity in our area mayur vihar phase iii from last 25 hours i dont know what happening,1
can you please tell us how much more time you need to resolve the problem,1
from last 4 hours there is no electricity supply mayur vihar phase 3 gd colony,1
its more than the time you give assurance whats an update id request you to please take a follow up,1
light ko gaye hue 3 ghante se jyada ho chuke haikripya kar ke light jaldi on karwaaomayur vihar phase3 gd colony pin code110096,1
we are facing power cut at mayur vihar phase 3 since last 3 hours when we can expect the power supply,1
hi this side ashish srivastava b1198 gd colony mayur vihar phase 3 delhi110096 in my area since 4 hour light is not available kindly resolve i am trying to connect with bses executive but able,1
dear bsesdelhi ca101493479 areachauhan patti kareeb 3hrs se light nhi aa rahi hai aur bses ke office per call karne per kuch nhi bata rahe hai wahh bses kuch kar lo arvindkejriwal ji iss tarah se light de rahe hai kya wah ham toh bill bharte ha,1
update,1
mcddelhi bsesdelhi munesh193 kuldeepkumaraap address 1350 dda lig flats new kondli mayur vihar phase 3 delhi 9871147451,1
any chance to get it resolve now,1
supply fail ca no 101406816 mob 9311521805,0
absolutely shocked by the careless installation of the electric meter by bsesdelhi its hanging outside our house in a dangerous and unstable manner putting lives at risk safety should never be compromised,0
please provide the information about the actions you have taken in this matter,1
still facing the same issue been almost a month,1
53 24 9871376353,1
when are you planning to sort this mess call me at 9 five 6 zero 44 666 eight incase you need to talk in detail,0
shakarpur b block mein bijli kab aayegi,1
9873997920,1
its been one hour in the shakarpur area of delhi and the electricity supply is not restored yet,1
my meter whose ca number is 101525616 its load is 1kwt this time its bill has been given for rs 4310 you can see the previous record please check and take note thank you,0
can i know status of electricity in bank enclave laxmi nagar its been almost 2 hrs registration of complaint done 1 hr back,0
dear sir plz do the nedfull soon an urgent dinesh kumar 9717077635,1
hi no electricity in 45 homes only 101356594,1
power supply cut for the last 30 min east school block indira colony,1
there is power cut in our area from last 30 minute without any prior notice bsesdelhi arvindkejriwal ca number 151257513,1
hello where is electricity no electricity in yamuna vihar,1
update what the hell is your escalation,1
is there any way to solve my problem still waiting for that from your side,1
could you please confirm it now,1
still pending,1
hi all please look into it as for the last 10days i am unable to get any response from bses mayur vihar delhi 110091,0
image,1
the bypl hasnt responded or resolved the issue till date which only goes to show the corrupt eco system prevailing at bypl bypl seems to be clueless how to reply to the representation dated 182023 recd vide diary no77 completely unprofessional shameless bypl,0
,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
electricity gone 2nd time in same day 150155619,1
ca no 100050042 no electricity please file a complaint,0
there is a power cut in our locality 152310523 and contact number is 9643649449,1
prabhu exam hai 26 se bijli kaat doge to padhnge kaise roz roz,1
any update,1
whether any action is taken or not please action should be taken you will be very kind,1
no electricity in karawal nagar area ca 101431568,1
no no electricity in our area my ca no is 101424877,1
sir mere yaha new meter install hua hai meri meter cable mere shutter main adchan bani hui hai install karne wale ne meter galat tarike se install kiya hai,0
dear bses yamuna for the last month of 429 units i paid 1400 rupees and for this month for 455 units i got almost double the amount bill which is 2920 rupees there is only 26 units difference between the previous month unit consumption and the current month unit consumption please clarify how i can pay such an inflated amount to you this current bill forced me to consume less food this month my ca no is 153292757 and my name is rahul pal,0
i m anil kumar having ca no 100464988 i already made full payment till now but still my reconnection has not been done which was disconnected few days back i m senior citizen and met various officers at pahargunj division and karkdoma head office but still now reconnection has not been done today one bses staff come to me and told me that bses will charge 10000 more for reconnection i m poor person so it is totally harassment given by bses,1
heyy your team tried to call me but i am busy please rearrange the call,1
i want to know about dues on my property ca no 153763878 if any due on my property then tell me and tell me the ca no of this meter,0
havent you read my above messages what a big mismanagement you are,1
nobody called they are just updating fake statement i dont know why they are not doing their duty seriously,0
when did u call i didnt receive any calls,1
my meter whose ca number is 101525616 its load is 1kwt this time its bill has been given for rs 4310 you can see the previous record please take note thank you no cognizance has been taken on this complaint yet,0
this is an outright blatant lie nothing has ever been heard from bypl either in writing or orally each passing day the bypl is proving that it is nothing but a place with growing corruption gimme the proof as to when the socalled team shared the information about subsidy,0
1 l,1
hi bsesdelhi ive accidentally made a double payment for my electricity bill with ca number 152251343 of amount 7260 can you please assist me in processing a refund thanks in advance for your help,1
152970180 power cut,1
send bill copy ca number 100454876,1
no electricity ca number 100696553,1
there is no light before 20 min,0
image shared,1
what is the problem with bses delhi whole night we are facing electricity problem electricity suddenly comes and goes what will be the condition of our electricity equipments who will take the responsibility still we have no electricity,1
light nahi aa rahi please check,1
sorry please try on 8700636696 8700636695,0
my number is on 24x7 i have not been contacted please get it done today,1
,1
dear sir request for repairing internal pamalcut out in the premises of orientel cghs ltd plot no 32 ip extension patparganj last night there was no power supply in adjoining this society in c block please immediately on priority basis to avoid any mishappening,1
lights out,1
any update on this,1
dear bses mayur vihar official please let me know how many days you will have to respond,1
for what,1
bsesdelhi bsesdelhi bsesdelhi some fault at north ghonda delhi110053 no electricity ca number 151652964 please check,1
dear bses good morning i kapil dev ca no 153723916 meter no 11834494 due date 12082023 bill 19710rs section load 1kva mdi 062kw 2762023 to 2772023 unit days 31 days unit consume 142units how my bill is 19710rs please explain it to me i went chandni chowk division but didnt get any response from your side division please clear this asap thank you,1
666 33 219 217 218,1
no electricity ca number 100696553,1
151746571 is my ca no and in my home there is no electricitykindly do repair as soon as possible and there are no electricity in my house and street,1
ca no 100425580 my shop was closed due to family reason bses cut my supply line and disconnect my meter in march 2021 i am agree to pay total due amount but your department say first he will removed my meter and then apply for new connection what is this,1
i m anil kumar having ca no 100464988 i already made full payment till now but still my reconnection has not been done which was disconnected few days back i m senior citizen and met various officers at pahargunj division and karkdoma head office but still now reconnection has not been done today one bses staff come to me and told me that bses will charge 10000 more for reconnection i m poor person so it is totally harassment given by bses,1
please sir my order no 8006470173 is par kam nahi kar rahe duse kisi or ka daal diya rivist ke leye 3 baar mill karwa di karwal nagar se fir bhi kam nai hota,1
ca no 100050042 no electricity please file a complaint,0
dear sir i would like to inform we have received one message from one mobile number with my correct ca number he was asking otp my request to you take the strict action against this scamer second how our cabnumber reach to the scamer its means somebody is sharing,1
no i was given the phone number of that ca number i requested him to give me the money as i have paid his bill he directly refused to do so please help me get my money back or else adjust it to my ca number,1
sir this is not my personal issue the location mentioned in the complaint is hardly 100 mtrs from ur mayur vihar1 office dont get entangled in formalities make an honest effort,1
ek ye bsesdelhi wale hi jab fault hota hai gaddhe khod dalte hai lekin repair ka cement kya apne ghra leke jate hai kya yaha khuda waha khuda jaha nahi khuda wah akal khud jayega bsesdelhi sada gaddhe khodne k liye than singh nagar,1
custumer service 19122 wire arvindkejriwal pls action,1
no action was taken on my complaint my complaint has been heard only by talking to me on the phone my issue is the same,0
if the pole encroachment of my house then same pole encroachment at my neighbours house as well but meter has installed there we did not shift the any pole of anywhere even we had given request to the bses team for shift the pole ans we have proof as well understand that how people can shift the pole,1
dear sirmadam my new connection request vide request no 8006505912 was rejected due to no response on phone i want to inform you that no phone call we get i am awaiting from the applied date to till now for get phone calls the person who reported wrong for harass us kindly you can check my phone any time to make a call if i didnt response then you should assure who is wrong sir i dont know that why the responsible person reporting false please help us to visit honestly for release my electricity httpconnectionmy alternate mobile no 9999368779 9650440326,1
electricity supply is disturbing in a block gokal puri delhi 94 pls do the needful,0
what is limit of online payment,1
no current,1
ca no 152201229 name ashish chauhan power shut down,0
,1
i have to paid bills every month but my bill came for 3 month 4000 rupees this is totally unfair fyi i did not get hard copy last 5 month when i am asking who will check the reading guy they not giving proper answers take the action asap,0
serious matter regarding a case of bses electricity theft that has come to our notice identified a suspicious and unauthorized connection in the pandav nagar east delhi area please take serious action,0
ca number 151631354 i am writing to express my concern about the unusually high electricity bill i received for the billing cycle of august23 i have reviewed my usage patterns and it seems significantly higher also inform you that meter is burnt which i suspect may be contributing to the higher electricity bills i have been receiving recently please understand the reason behind this sudden spike in the latest electricity bill i wont be able to pay this bill thus investigate this and give us the revised bill your swift response and action in this matter will be greatly appreciated please feel free to contact undersigned,1
please send,1
no power supply in my area,1
9310008586,1
no power in area since 2 hours please log an incident on priority ca number 101406788 on daily basis we had outage arvindkejriwal pls do something,1
ca 100649424 new rajinder nagar new delhi 110060 no electricity for the last 2025 minutes please assist,1
power failure ca no 1529 571 73 its been more than an hour,1
full area m light nahi hai 100 clock se ab 200 clock ho raha hai arvindkejriwal ji call number 101442152,1
sir rajiv gandhi nagar gali number 18 new mustafabad delhi 110094 ki light kai ghanto se gayab hai yahan aag lgi hui thi,1
152338901 ca no dallu pura light bhejdo 15 ghanta ho gya,1
why is the power cut in mayur vihar phase 1 pocket 2 isnt night for sleeping is this a time for power cut,1
this is 3rd time power cut in the night few days ago there were frequent power cut what is happening,0
no electricity since the past few hours it is happening daily kindly check,1
there is power outage from last 15 hour in mayur vihar phase 1 pocket 2 please help here,1
no electricity in east delhi trilok puri in a festival time there is no electricity since 4 am what kinda organisation is this due to this water pumps are not working doing great and please dont ask for just take action as no electricity in whole area,1
plz do needful why its happened daily basis yesterday we faced same issue,1
9971686971 anubhav jain,1
i am deeply disappointed with the service for applying for a bses online connection i applied for a new connection with request number onkwr2108230573 however the department claims to have not received my application and this request is also absent from the portal,0
no electricity since last half hour pathetic service by bses they only levy overcharged rates on common man and we are bounded by their horrific services ca101074173,0
the pole has been repaired but all the lights of the arrears are not switched off from entrance to culdesac it is dark ess what is the use of streetlight if you will not switch them in i had told this to your staff who contacted me telephonically,0
hello sirmam how can i apply for new connection every time when applying in app its show slot not available my contact no is 7011312061 area karawal nagar,0
if your escalation time period is finished then please discuss with your team when they are providing solution,1
my complain number is 23083000770 no power is from last 1 hourplease urgently look into this,1
dear i would like to inform that i had applied against order no 8006490431 new tmp connection which was visited and rejected due to removal of existing meter i uploaded the rejection deficiency but still not processed existing meter removed by yesterday copy attached why with regards arun kumar 8826082680,1
hello official is there any response now as its already pending since 20 aug,1
sir again power cut in my area ca number 153060550 contact 8002739294 kindly let me know when it will be restored,1
no power in area amar colony east gokal pur delhi 94 ca no 101627624,1
152261728 no electricity again i am sick not able to breath properly,0
please reach out to me on 9315035514,1
,1
my meter whose ca number is 101525616 its load is 1kwt this time its bill has been given for rs 4310 you can see the previous record please take note thank you no cognizance has been taken on this complaint yet no response contact 9717443093,0
this month i am facing the same problem with my electricity bill and last month u gave deduction of 900rs but i am not able to see the same in my bill,0
ca no 152368581 contact number 8802070870 10000,1
no electricity bsesdelhi ca 150328579,1
send please bill copy ca number 100260206,1
no supply in our area from the last 45 minutes ca no101362226,1
98184 47244,1
hi bsesdelhi no electricity in my area since more than an hour please let me know the expected outage time cn no 101612799,1
ca no 151572390 one face has no power since last half an hour,0
sir how many days you need to resolve my issue,1
dear sir this is writing to inform you about delay in my new connection applied from bses yamuna power ltd and already demand note generated by bses department and received a message installed 2 and 3 days no dues and everything is ok so please install it my meter as soon as possible so please installed my meter demand note garneted date 5th aug 2023 i will go many time division office mr vikram amps yamuna vihar he said new connection inquire not related with me and talking behavior not good i also given original paper and he said i dont any help this connection many other side people work in cabin and each and every other side people said he want some money then your work done so please carefully check my connection everthing thing is ok other wise bses department not release my connection then i will go to consumer court name mohd nasir order number 8006458770 8006458766 8006458761 8006458746 8006458742 this is my humble request to you i am also mentioning my request number and details below please confirm any update in my contact number thanks with regard mohd nasir 9871971514,1
my ca no 100425580 supply disconnected due to non payment your daryaganj divison bm said first they removed my meter from site whats this if i am agree to pay all dues on my site then why he said that bsesconsumershurting no one can treat properly,1
east delhi krishna nagar mein peechle ka minutes se light nahi aa rahi cmodelhi airnewsalerts timesnow timesofindia arvindkejriwal pmoindia rahulgandhi delhi desh ki rajdhani hai yahan toh esa nahi hona chahiye kam se kam,1
there is power cut since last two hours200 am in east delhi west azad nagar bsesdelhi this is not at all acceptable you have no right to destroy people sleep delhiindark powercut,0
same problem in west patel nagar after hectic day we are up midnight looking for reason around for power cut,1
why is there no electricity in west patel nagar area,1
no electricity in west patel nagar c block since 1 hour and no one is picking up the phone on 19122,1
150776863,1
my ca no http100217414no supply pls help urgently,1
kindly update further as to testing outcome and bill change,1
plz help me paise kese pay kr paungi,1
dissatisfied by services provided by bsesdelhi app doesnt work appointments doesnt work even otps received dont work,1
this issue is opened from a long time please share the update and solve it as soon as possible,0
any update pls,1
8882125382,1
reliance industries arm bses is harrasing customers via its contractors request number 001033193156 despite sanction the contractor is not installing meter harrasing the consumer,1
hamare area ki light nhi aa rhe ha 2 hours sa area ha indra vihar devision karawal nagar complaint centre gokalpuri ca number 150792568 ha aap ka customer care number mil nhi raha ha,1
10,1
new shabha pur gujran karawal nagar delhi94 1 hours se yaha ki light gayi hui h please update digiye,1
highly disappointed with bses very uneducated person are there i have applied online for name change request i have already submitted documents they keep asking more because without money they dont do any work it seems,0
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
101548573,1
hi i am a student and for last 3 months my bills were between 500 to 1000 but this month it increased by 4 to 4050 i am sharing you my ca details in dm,1
hello bses why there are frequent unscheduled power outage in east delhi urgent improvement in power supply is immediately required,1
here is frequent power outage at sushila mohan marg adjacent areas in delhi06 due to these power outage darkness in area lead to problems including criminal activities repeated complaints to tatapowerddl bsesdelhi no resolution,0
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
daily blackout at sushila mohan marg behind novelty cinema and concern streetsgali hinga begdelhi06 from past few days due to these power outagedarkness in area lead to problems including criminal activitiesrepeated complaints to tatapowerddl no resolution,0
whats the procedure of reducing kilo watt,1
bsesdelhi arvindkejriwal,1
bses yamuna power limited subject reminder complaint regarding high electricity bill dear sirmadam i hope this letter finds you well i am writing to follow up on my previous communication regarding the issue of an unusually high electricity bill that i received for the billing period 9th month 2023 as per my initial complaint 1102023 i highlighted my concerns regarding the significant increase in the electricity charges compared to my average consumption pattern i have yet to receive a satisfactory response or resolution to this matter i understand that occasional fluctuations in electricity consumption can occur due to various factors such as changes in weather conditions or household activities however the sudden and substantial increase in my bill has raised concerns about the accuracy of the meter reading or potential billing errors i kindly request that bses yamuna power limited conducts a thorough investigation into the billing issue and provides me with a detailed explanation of the charges incurred i would appreciate a breakdown of the bill including the meter readings for the billing period in question any adjustments made and an explanation for the significant increase compared to previous bills additionally i would like to request a refund or adjustment for any overcharged amount if applicable i believe it is essential to maintain transparency and fairness in billing practices to ensure customer satisfaction and trust i kindly ask for your urgent attention to this matter as it has caused significant financial strain and distress prompt resolution and clarification will greatly help alleviate my concerns and restore my confidence in the billing process thank you for your understanding and cooperation i look forward to receiving a timely response and a satisfactory resolution to this issue yours sincerely sumitra sharma,1
,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
no power supply in my area from last 20 min location west gorakh park shahdara delhi 110032 take immediate fixation,1
without prior information power cut in my area why,1
please remove this illogical wire for citizen safety bsesdelhi pillar830 825,1
i message you check there please,1
i have got an sms with some deficiency but the link they shared is not working had a word with customer care and they keep sending link but none is working and they dont have any solution who will tell me how this will be fixed,1
please make a no supply complaint ca no 153032848 contact no 9810500568,0
hi bses nothing has been done by you except replying i request you to please help me genuinely if you are here for helping too my two cases have been approved by the arindam office and i have only three days left because a request automatically gets rejected after 30 days,1
ca 101515049 ph8743830914 18004196400 23092800181,1
hello please confirm the status of complaint as we have raised the request for meter testing under ref 1033405678 second bill is also very high as compared to normal bill trend and we have only reduced our consumption,1
fake commentme ur side no solution ur side my complaint,0
,1
dear bsesdelhi ca101493479 areachauhan patti kareeb 4hrs se light nhi aa rahi hai aur bses ke office per call karne per kuch nhi bata rahe hai wahh bses kuch kar lo arvindkejriwal ji iss tarah se light de rahe hai kya wah ham toh bill bharte ha,1
not satisfied with me the answer 6 months has passed still no any update regarding the new electricity connection if you are not able to solve it take your senior person help you should be customer friendly which you are not this is the first rule in corporate setup and job,1
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
sir i had applied for the load reduction of my electricity bill vide httpcano 100882425 request no 8006072528 has been processed on 16dec 2022 but still my bill comming of 3kw hiw the bses working so many times we met to area manager but no result we get,1
hi bsesdelhi its taking longer than expected can you please let me know the reason for such a delay,0
thanks a lot for hearing our concerns please inform me about atr as early as possible,1
what happened my issues i have no updates from you,1
electricity gone 3rd time in same day 150155619,1
kya fraud chal raha hai mere electricity meter mein sparking ho rahi thi complaint karne par change hua jiska mujhe 1550 charge laga diya kyon hum meter ka rent dete hai purchase nahin karte,0
hey could you help me with my electricity bill ca150767996,1
again here is no current 2 hours comleted,1
it takes you forever to process genuine complaints,1
no electricity in area,1
but issue is this that my house die never under construction so why mcd objection i am asking this same last few weeks even than you are replying that due to mcd objection application rejected,0
send bill copy ca number 100454876,1
no power in sonia vihar area last 3 hrs,1
could you please have an update by tomorrow if possible when i clicked on link belowerror is coming,1
152970180 why there is no power supply since last an hour without prior information,1
again light gone why this drama happened,1
there are frequent power cuts in durgapuri extension for the last 1 hour there is no electricity now kindly look into the matter and update ca no 152928303 mob 9871610763,1
no current 9784503430,1
please make a no supply complaint ca no 153032848 contact no 9810500568,0
send bill copy ca number 100454876,1
shijauddin kebab wale 093131 73459 httpsmapsappgoogl3ugcipfhnjcuxdxe9 yeh kawaab ki dukaan hai raat ko 7 baje khulti hai is address par unauthorised electricity use ho rahi hai 15 years se street no 12 ramesh park laxmi nagar delhi mera naam nahi aana chahiye yeh bses ke liye bahut zaruri hai is dukaan par raid kare or isko seal kare padosi bhi bahut pareshan hai fssai ka bhi licence nahi hai sab illegal tariqe se chal raha action fast my name should not appear,0
as per your communication to me i didnt receive any update status regarding the new electricity connection applied 7 months month ago kindly look into the matter,1
debris still not moved bharat sadao electricity supply company mcddelhi plz do something against bses officials they do this every time,1
sir i am online applying for nx to dx category change my request no is ocyvr1409230138,1
i want to reduce load on my following two connections please guide me and help in doing so please also tell how much load i can reduce 1 ca no 153495719 rajiv gupta akshat gupta 57a than singh nagar anand parbat new delhi 2 ca no 100863372 rajiv gupta f 160 jagat puri delhi please help and advice rajiv gupta 9811032586,1
its been 8 days since i got no revert on my new connection request,1
has any action been taken on the complaint or will you just keep escalating the issue i am expecting justice from you will i be able to get it,1
for your kind information 30 days connection live if you are visit 35 days so how released that connection i will see you high court recently 6 meter installed at my site 01102023 total meter new installed 12 meter and your department say that dues not confirm and mcd objection not confirm,1
any update,1
when you are going to address thi issue you shameless creeps,1
the last payments of the below listed ca nos are not updated and hence the wrong bills are being sent to me ca no 153235811 153090557 153245071 bhaskar choudhary mob 99534739999,0
no electricity in karawal nagar area ca 101431568,1
this email is for our new connection request order no 8006536964 that is rejected due to some pending dues against two ca no 101221446 and 101258433 in the name of shanti devi against address 13318 ram nagar shahdara delhi 110032 the above mentioned is not related to us in any manner actually 13318 address is 200 sq yd plot in which 2 partitions are there of 100 sq yd each and the above pending dues are related to our relatives living in one partition there mother name was shanti devi who is no more now recently our relatives reconstructed their house and convert it into flats and applied new connection under address 13318a ram nagar shahdara and get their connections installed without paying any dues that relates to them only but our request is rejected due to their dues please help us in this regard please help us,0
so after 2 days of holidays working day starts whats your progress about my caseissue,1
i am tenant of add f 296 tf f block pandav nagar delhi110091 consumer no 101544182 bsesdelhi bill generated is too high as per actual consumption complaint is raised but no action is taken yet kindly do the needful,1
send bill copy ca number 100454876,1
no electricity for over an hour power cut ca no 151228053 for over 1 hour,1
what is the update how much time more,1
bhai kya hua 11 ko 1 mahina ho jayega amazon airtel zomato icici bank apple etc 24 to 48 hours mein difficult se difficult query solve kar dete hain sarkari kaam salon tak latke rahte hainlol,0
electricity of new sabhapur gujran under karawal nagar division has been cut since 10 am and message of maintenance shutdown has been sent at 3 pm and that too till 530 pm please take cognizance of such problems my contact bsesdelhi number is 9717443093,1
dear bsesdelhi as per your previous reply new connection req no 008006573182 contact no 9350154505 kindly proceed further,1
hi bsesdelhi why its taking so long for resolving my issue can you please provide a satisfactory resolution immediately,0
any update,1
my bill never came this much how did it come now,1
hi this ca no does not belong to me i am a consumer in odisha why this message is coming to my mobile,1
there are no lights at jhandewalan bus stand street it becomes very darkits is not safe for anyone please arrange lights on bus stand street,0
one of technician has visited today he saying same thing all the people giving same excuses bill is right pls look into this,1
i have complaint to you about street light outside my house pole is not working i had to complaints on whatsapp nothing have been resolve i complained to you two times street lights tell me status of my complaints,0
,1
my name change request is hold due to pending at amps vide request no 8006547530 and ca no 153265792 everyday visiting to office but the officials not responding kindly help us and do need full help mob 8750023476 report attached,1
power is down in shakarpur block a is it the right to cut down the in such hot and humid conditions at night ca no 100860084 contact no 8290266629,1
how can i know how much time will it take and how can i use the light till then,1
hi any update i would like to pay the bills when the issue is fixed,1
again applied orer no 8006574648 8006574675,1
what is the update how much time it will take kindly advise me timing,1
ca 151200811 no electricity in sade teen pusta kartar nagar 110053 from past an hour please help to check and resume services asap,0
any update,1
how many times will you ask me and how many times will i send you the documents i have prepared a pdf of what you asked for and sent it if there is any problem cant you please call me once,1
how much time it may take,1
sir i have been waiting from 10 days please if you can share an update for real,1
i am saying that if there is no construction going on so why you rejected my application if you have sent already your employee to check physically verification for building under contractions or not,1
whats the update,1
any update please,1
i applied for a meter and ive received the demand note but the meter hasnt been installed yet please install the meter at my house there is a construction meter installed which is causing me to receive high bills kindly provide me with the meter,1
no electricity please file a complaint ca no 100050042,0
good afternoon everyone 6 months has passed since i applied for new electricity connectionsstill didnt get when ever i tried to know i got same answer again and again we are working on it not more or less than help me,1
you reduce my bill,1
hey no electricity in pandav nagar area for four hours now what is happening zone is mayur vihar the schedule said outage till 1210 its is 4 now please help this is causing a lot of problems ca no 152237011,1
onkwr 2609230892 onkwr 2609230883 onkwr 2609230917 onkwr 2609230961,1
powercut again,1
rsir i nanwa khan so sh mohd nasir ro b232 old nob1961st floorkh no3341gali no4nehru vihar delhi110094 i have 2 time complaint bses twitter idi applied new connection and my new connection request no8006436018 my meter installation order no1032943149 my meter installation order cancel due to someone in my family died due to which i hed to go to the httpvillagesnow i have come to my hone in delhi from the village httpsso please installation my new electricity meter now with regards nanwa khan 9560458553 9899040589,0
there is no light before 1 hour,0
ca no 101198048 bses,1
im from delhi 110094 shiv vihar ambika vihar g no 3 b68 why did you cut off the light,1
no electricity supply last 1 hour my ca no 152795102,1
sir my name is syed mohd asad so syed mohd aslam and i applied new connection in bses two weeks ago and my order no 8006562209 and my visit done but no response after visit and i have recd rejection msg i open msg link dues exist remark show but my no dues in my building so kindly release my new connection,1
there is a power cut in our locality at 450 am may i know the specific reason for the power cut at this time 152310523 and contact number is 9643649449,1
sir nothing has been done no reply from your side its been 2 weeks i have been complaining about the street light,1
c no150829526,1
you reduce my bill,1
no response till mail to reliance group required,1
im getting unnecessary high bill which i have never gt in past no bills in past is close to the bill which im receiving now can anyone bother to tell me is there any new policy or bses is just cheating with their customers bsesscam ca no 101026287,0
dear team can you plz check electricity is not present since half an hour in shastri park b block my ca no is 152866199,0
how much i have to wait atleast give me some complaint ticket no,0
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
